Service Code;Service Name;Role;Region;2024 Q1_WL;2024 Q2_WL;2024 Q3_WL;2024 Q4_WL;2025 Q1_WL;2025 Q2_WL;2025 Q3_WL;2025 Q4_WL;2026 Q1_WL;2026 Q2_WL;2026 Q3_WL;2026 Q4_WL;2024 Q1_HC;2024 Q2_HC;2024 Q3_HC;2024 Q4_HC;2025 Q1_HC;2025 Q2_HC;2025 Q3_HC;2025 Q4_HC;2026 Q1_HC;2026 Q2_HC;2026 Q3_HC;2026 Q4_HC;2024 Q1_110A;2024 Q2_110A;2024 Q3_110A;2024 Q4_110A;2025 Q1_110A;2025 Q2_110A;2025 Q3_110A;2025 Q4_110A;2026 Q1_110A;2026 Q2_110A;2026 Q3_110A;2026 Q4_110A;2024 Q1_AD10;2024 Q2_AD10;2024 Q3_AD10;2024 Q4_AD10;2025 Q1_AD10;2025 Q2_AD10;2025 Q3_AD10;2025 Q4_AD10;2026 Q1_AD10;2026 Q2_AD10;2026 Q3_AD10;2026 Q4_AD10;2024 1Q_Tops_110A;2024 2Q_Tops_110A;2024 3Q_Tops_110A;2024 4Q_Tops_110A;2024 1Q_Tops_AD10;2024 2Q_Tops_AD10;2024 3Q_Tops_AD10;2024 4Q_Tops_AD10;2025 1Q_Tops_110A;2025 2Q_Tops_110A;2025 3Q_Tops_110A;2025 4Q_Tops_110A;2025 1Q_Tops_AD10;2025 2Q_Tops_AD10;2025 3Q_Tops_AD10;2025 4Q_Tops_AD10;2026 1Q_Tops_110A;2026 2Q_Tops_110A;2026 3Q_Tops_110A;2026 4Q_Tops_110A;2026 1Q_Tops_AD10;2026 2Q_Tops_AD10;2026 3Q_Tops_AD10;2026 4Q_Tops_AD10
DB1500;TO;CTM; ;252.07895751794857;263.04230433113554;277.4745882294373;280.0684152611833;249.60224243973207;247.7943734439562;249.14626506493505;247.4682316623377;219.44843724107145;218.4819255956044;222.10307377272724;216.18837971428573;110.338630095238;110.53199569230785;112.29851750360729;114.8709397402595;117.08018203124988;117.07987523076989;117.380010194805;117.98023298701312;117.9799620535716;117.97987397802268;117.98001077922056;117.98001077922056;116.76752083516443;119.58532027838896;115.3700648629144;112.75490600288552;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DB1500;TO;PSA; ;33.97314133772893;35.611550372161176;38.050908950937945;37.880407630591634;37.55690843303572;39.2665386989011;37.86769664285714;37.17352891558441;36.824686915178575;37.78701574285715;38.35713811688312;37.78450976623377;7.799976087912088;8.030762578754578;8.54998626262626;8.54998626262626;8.550000736607144;8.550010087912089;8.550000324675326;8.550002207792208;8.550022098214288;8.55001008791209;8.550000324675324;8.550000324675324;13.130167428571433;15.478451355311348;15.940010057720054;15.940010057720054;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.4999951062271064;1.4999989450549451;1.4999972582972585;1.4999972582972585;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DB1500;TO;RBM; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DB1500;TO;SDM; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DB1501;EDOO;CTM; ;42.809700175824176;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.773880512820508;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.753859164835168;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DB1501;EDOO;PSA; ;6.191078234432235;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7499975531135532;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.000004864468865;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DB1501;EDOO;SDM; ;27.834237188278387;0.1786705641025641;-0.0673619769119769;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.813853450549451;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.800018959706964;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DB1502;TODMS;COD; ;0.2473068864468864;11.533192014652014;14.240527965367969;14.216757041847044;11.854982758928571;12.348463931868134;12.630228766233769;12.360989376623376;12.129762937500002;11.966961474725275;13.246942012987011;13.61673024025974;0.0;3.650003575091575;4.178036118326118;4.500005007215007;4.50000703125;4.500007120879121;4.500005324675325;4.5000053246753255;4.500008973214285;4.500007120879121;4.500005324675325;4.500005324675325;0.0;1.9999985934065931;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.9999978901098903;3.000002077922078;3.000002077922078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DB1502;TODMS;DAC; ;12.998642084981686;12.835708987545788;13.390473502164507;12.861420645021646;13.335285428571432;14.399212252747253;14.503863025974027;14.16511477922078;14.047892524553571;14.231099571428572;14.561174181818185;14.453647454545454;2.8329282637362634;2.9699993699633698;2.970002510822511;2.970002510822511;3.8700066294642856;3.869995186813186;3.870001038961039;3.870008571428571;3.869996919642858;3.869995186813186;3.870001038961039;3.870001038961039;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DB1502;TODMS;DBD; ;37.85139816117217;54.16560053333333;61.25622154112554;56.46918646031745;53.60132608928568;58.11956833846154;54.71393448701299;47.95677592857143;51.67310625;53.23710252527473;51.214272110389615;50.05909797402597;10.15001052014652;9.706929172161171;9.700003694083694;9.700003694083694;9.700018392857142;9.699997120879122;9.700006623376623;9.70002168831169;9.700002857142856;9.699997120879122;9.700006623376623;9.700006623376629;4.9230817289377296;10.99999226373626;4.000002770562771;4.000002770562771;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.200030065934058;15.369227106227113;15.477277604617605;16.200004415584413;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
